provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Semana 53
Pichincha,3228233,Quito,2781641,-0.2186110000000000,-78.50972200000000,232,254,246,247,236,246,275,252,248,229,232,216,244,284,281,258,292,304,311,319,357,368,345,376,389,458,482,582,607,607,611,609,541,468,429,411,392,401,335,306,292,289,302,302,262,290,315,269,308,287,341,316,331
Pichincha,3228233,Rumiñahui,115433,-0.3345000000000000,-78.44750000000001,7,5,6,3,12,4,7,4,9,6,10,3,15,4,3,9,6,4,9,7,7,8,10,14,17,17,25,19,26,30,17,22,11,12,11,10,17,12,14,6,8,11,6,8,3,6,4,8,10,8,13,7,14
Pichincha,3228233,San Miguel de Los Bancos,29969,0.02300000000000000,-78.89200000000000,1,0,2,1,0,1,1,0,0,0,2,0,2,1,0,0,0,0,1,0,1,2,0,2,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,2,2,1,3,0,0,1,3
Santa Elena,401178,La Libertad,117767,-2.233333000000000,-80.90000000000001,7,4,5,6,7,3,6,11,2,8,5,4,14,54,84,80,43,33,22,8,13,11,8,4,3,4,8,5,7,5,6,8,5,13,14,1,3,7,2,5,6,7,8,10,6,13,6,6,12,4,7,6,7
Santa Elena,401178,Salinas,94590,-2.216667000000000,-80.95000000000000,2,7,5,3,3,3,10,5,6,5,6,6,8,33,46,44,23,32,19,15,18,7,7,10,9,13,3,3,6,11,3,7,7,10,7,5,9,5,9,3,7,5,2,6,8,7,12,8,4,6,12,7,6
Santa Elena,401178,Santa Elena,188821,-2.226700000000000,-80.85830000000000,9,12,16,20,21,7,14,22,20,17,9,14,43,125,220,201,135,117,74,48,46,37,21,23,16,18,14,10,24,16,16,24,22,18,13,13,16,16,12,16,16,14,22,24,28,24,32,24,18,19,23,16,25
Sto. Domingo Tsáchilas,511151,La Concordia,52571,0.002300000000000000,-79.38460000000001,1,2,3,4,4,4,2,3,3,1,1,3,3,3,2,4,0,2,4,3,1,6,4,4,8,5,6,5,4,5,3,5,6,2,4,5,1,2,3,3,4,3,6,3,3,4,2,2,4,3,1,2,1
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,-0.2541670000000000,-79.17194400000000,37,47,44,43,42,39,49,41,62,38,33,32,42,59,60,58,61,51,44,56,75,78,73,105,79,90,95,115,90,83,77,90,64,59,59,61,50,51,48,40,51,48,48,40,33,48,32,46,47,48,39,48,60
Sucumbíos,230503,Cascales,15882,-0.06750000000000000,-77.21694400000000,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,1,0,2,1,4,0,0,1,0,0,0,1,0,0,0,1,0,3,1,1,0,0,0,0,1,1,1,0,0,0
Sucumbíos,230503,Cuyabeno,7154,-0.1288890000000000,-76.41388900000000,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
Sucumbíos,230503,Gonzalo Pizarro,10007,0.04700000000000000,-77.32280000000000,1,0,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,1,2,1,0,0,2,1,1,1,0,2,1,2,0,0,0,0,2,0,0,0,1,0,0,3
Sucumbíos,230503,Lago Agrio,119594,0.08472200000000001,-76.88277800000000,8,8,7,8,9,10,12,7,10,11,17,5,0,8,9,11,7,8,8,16,15,11,14,20,13,16,27,28,26,32,31,21,25,17,10,11,6,11,10,12,12,8,11,8,9,10,9,9,6,10,11,6,9
Sucumbíos,230503,Putumayo,16106,0.1000000000000000,-75.84999999999999,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,2,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0
Sucumbíos,230503,Shushufindi,57949,-0.1871000000000000,-76.64500000000000,3,3,1,3,3,0,3,1,1,3,1,2,0,4,2,3,4,5,4,2,2,1,1,6,2,8,6,10,9,8,8,4,4,2,1,5,2,2,0,1,3,1,5,3,0,5,7,2,0,2,2,3,2
Sucumbíos,230503,Sucumbíos,3811,0.4592000000000000,-77.52300000000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Tungurahua,590600,Ambato,387309,-1.241667000000000,-78.61972200000000,42,42,41,45,33,47,41,40,48,40,29,31,52,45,46,57,67,54,69,60,86,66,83,95,109,98,115,103,121,115,99,70,80,74,54,61,60,53,54,40,50,55,49,60,48,48,47,32,59,49,51,54,52
Tungurahua,590600,Baños,25043,-1.396389000000000,-78.42472200000000,1,3,1,1,2,3,2,0,0,2,2,0,1,2,1,0,0,1,3,2,0,5,2,1,1,3,3,7,6,3,2,2,3,3,2,4,2,3,2,3,2,1,3,3,3,0,1,0,2,4,0,2,3
Tungurahua,590600,Cevallos,9936,-1.350000000000000,-78.61666700000001,0,2,1,0,3,0,1,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,2,1,1,1,0,1,2,1,0,1,2,0,1,1,0,1,0,2,0,0,1,1,1,0,0,1,2,0,1,2,2
Tungurahua,590600,Mocha,7336,-1.416667000000000,-78.66666700000000,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,4,0,0,0,1,2,1,1,0,1,0,0,0,0,3,0,0,0,1,1,1,2,1,1,0,0,2,4
Tungurahua,590600,Patate,15825,-1.316667000000000,-78.51666700000000,0,1,2,2,0,2,2,1,1,0,0,0,0,3,3,3,2,2,0,1,2,2,2,1,0,3,1,2,2,1,2,1,1,2,0,1,1,1,1,1,1,1,0,2,2,0,1,2,1,1,1,1,1
Tungurahua,590600,Pelileo,66836,-1.327500000000000,-78.54083300000001,4,4,5,2,2,5,7,6,3,1,8,6,4,12,3,4,5,4,6,4,9,8,10,7,9,12,6,12,8,13,5,7,6,9,3,6,8,4,3,5,3,6,6,4,8,6,5,3,5,4,5,8,6
Tungurahua,590600,Píllaro,43371,-1.175833000000000,-78.55527800000000,1,0,7,3,5,3,3,4,2,3,2,2,7,2,2,3,3,4,9,8,4,3,6,4,5,9,1,12,5,4,8,6,7,5,8,6,3,3,4,2,4,4,4,2,2,2,7,8,3,3,1,6,3
Tungurahua,590600,Quero,20627,-1.379300000000000,-78.60700000000000,1,2,0,0,2,1,0,1,1,0,1,2,0,1,2,0,1,2,1,1,1,1,2,3,4,3,3,4,0,3,3,0,3,1,1,1,1,2,2,3,0,0,2,2,1,3,2,2,2,1,1,3,2
Tungurahua,590600,Tisaleo,14317,-1.350000000000000,-78.66666700000000,0,0,5,2,0,1,0,0,0,1,0,0,1,1,1,0,0,2,1,0,0,2,1,1,1,1,2,1,2,5,2,0,1,0,3,3,1,0,2,1,1,1,1,0,0,0,0,1,2,0,2,0,0
Zamora Chinchipe,120416,Centinela del Cóndor,8313,-3.894910000000000,-78.78140999999999,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Zamora Chinchipe,120416,Chinchipe,10679,-4.862800000000000,-79.13280000000000,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,2,0,0,0,1,1,0,0,1,1,1,0,0,4,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
Zamora Chinchipe,120416,El Pangui,10945,-3.624900000000000,-78.58710000000001,1,1,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1,3,2,2,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
Zamora Chinchipe,120416,Nangaritza,8014,-4.048333000000000,-78.68222200000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
Zamora Chinchipe,120416,Palanda,10144,-4.649800000000000,-79.13209999999999,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,2,0,1,1,1,0,3,0,0,0,0,0,1
Zamora Chinchipe,120416,Paquisha,5992,-3.932750000000000,-78.67426000000000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Zamora Chinchipe,120416,Yacuambi,7121,-3.634440000000000,-78.92810000000000,0,1,0,0,0,0,2,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,3,2,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Zamora Chinchipe,120416,Yantzaza,26447,-3.850000000000000,-78.75000000000000,1,1,3,0,1,1,0,4,3,1,2,3,1,0,3,0,2,1,1,1,3,2,2,4,6,4,5,6,5,1,4,2,3,2,3,2,0,1,1,0,2,0,0,1,0,0,2,1,0,1,2,1,1
Zamora Chinchipe,120416,Zamora,32761,-4.120000000000000,-78.80000000000000,1,2,3,2,1,2,2,1,2,1,2,0,1,1,2,2,3,0,1,2,3,2,3,4,1,3,5,2,1,4,2,5,4,6,4,2,1,3,1,1,0,2,2,3,4,1,0,2,4,1,2,1,1
